"","kingdom","phylum","class","order","family","genus","species"
"ASV227","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_eubacterium"
"ASV1093","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","uncultured_bacterium"
"ASV112","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","uncultured_bacterium"
"ASV623","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","uncultured","uncultured_bacterium"
"ASV296","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured_bacterium"
"ASV228","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacter","uncultured_bacterium"
"ASV1080","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","metagenome"
"ASV383","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_bacterium"
"ASV340","Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","Izimaplasma","uncultured_organism"
"ASV370","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Agaribacterium","uncultured_bacterium"
"ASV331","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","uncultured_bacterium"
"ASV1099","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","uncultured_organism"
"ASV321","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","Pleomorphochaeta_naphthae"
"ASV22","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"ASV787","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis","uncultured_bacterium"
"ASV881","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","uncultured_Bacteriovorax"
"ASV577","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","uncultured_gamma"
"ASV336","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured_Bacteroidetes/Chlorobi"
"ASV71","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured_Cytophagales"
"ASV13","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Oceanispirochaeta_sediminicola"
"ASV785","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Desertifilaceae","Hormoscilla_SI04-45","uncultured_Oscillatoriales"
"ASV78","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","uncultured_bacterium"
"ASV613","Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Acaryochloridaceae","Acaryochloris_MBIC11017","Acaryochloris_marina"
"ASV312","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Pibocella_sp."
"ASV673","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","uncultured","uncultured_bacterium"
"ASV606","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina","Aquimarina_spongiae"
"ASV769","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Geovibrio","bacterium_L21-Ace-BES"
"ASV289","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","LK-44f","LK-44f","uncultured_gamma"
"ASV1083","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","uncultured","uncultured_bacterium"
"ASV84","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","uncultured_organism"
"ASV141","Bacteria","Firmicutes","Bacilli","Izemoplasmatales","Izemoplasmataceae","Izemoplasmataceae","bacterium_enrichment"
"ASV69","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula","uncultured_bacterium"
"ASV268","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","uncultured_bacterium"
"ASV23","Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","Thioflexothrix","Beggiatoa_sp."
"ASV205","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_bacterium"
"ASV945","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula","uncultured_bacterium"
"ASV313","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","uncultured","Cladosiphon_okamuranus"
"ASV101","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","uncultured_bacterium"
"ASV196","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter","uncultured_bacterium"
"ASV76","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote"
"ASV264","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","uncultured","uncultured_bacterium"
"ASV232","Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_bacterium"
"ASV740","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium"
"ASV512","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus_CRM","uncultured_bacterium"
"ASV979","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","uncultured","uncultured_bacterium"
"ASV184","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium","uncultured_delta"
"ASV974","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Flexithrix","Cytophagales_bacterium"
"ASV249","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter","Acidaminobacter_sp."
"ASV500","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured","uncultured_bacterium"
"ASV568","Bacteria","Proteobacteria","Gammaproteobacteria","SZB50","SZB50","SZB50","uncultured_bacterium"
"ASV80","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","ZOR0006","uncultured_bacterium"
"ASV20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncultured_bacterium"
"ASV1042","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","uncultured_Flavobacterium"
"ASV66","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","uncultured_bacterium"
